Entry ID,Contest Name,Contest ID,Entry Fee,P,P,C,1B,2B,3B,SS,OF,OF,OF,,Instructions
5157463016,MLB Satellite to $2 MLB Pocket Cup MEGA Qualifier (Turbo),191020573,$0.01,,,,,,,,,,,,1. Column A lists all of your contest entries for this draftgroup
5157463351,MLB Satellite to $2 MLB Pocket Cup MEGA Qualifier (Turbo),191020573,$0.01,,,,,,,,,,,,2. Your current lineup is listed next to each entry (blank for reservations)
5157463352,MLB Satellite to $2 MLB Pocket Cup MEGA Qualifier (Turbo),191020573,$0.01,,,,,,,,,,,,3. You can change the lineup for an entry by entering the IDs of the players in the row next to that entry
5157463353,MLB Satellite to $2 MLB Pocket Cup MEGA Qualifier (Turbo),191020573,$0.01,,,,,,,,,,,,4. Use data from the Name+ID column or the ID column; you cannot use just the player's name
5157463354,MLB Satellite to $2 MLB Pocket Cup MEGA Qualifier (Turbo),191020573,$0.01,,,,,,,,,,,,5. For faster processing only include entries you are changing in the file you upload
5157463355,MLB Satellite to $2 MLB Pocket Cup MEGA Qualifier (Turbo),191020573,$0.01,,,,,,,,,,,,
5157463356,MLB Satellite to $2 MLB Pocket Cup MEGA Qualifier (Turbo),191020573,$0.01,,,,,,,,,,,,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
,,,,,,,,,,,,,,,SP,Cade Povich (43206037),Cade Povich,43206037,P,5000,BAL@BOS 06/03/2026 06:45PM ET,BAL,8.32
,,,,,,,,,,,,,,,RP,Albert Suarez (43206038),Albert Suarez,43206038,P,5000,BAL@BOS 06/03/2026 06:45PM ET,BAL,5.94
,,,,,,,,,,,,,,,RP,Keegan Akin (43206039),Keegan Akin,43206039,P,5000,BAL@BOS 06/03/2026 06:45PM ET,BAL,0.65
,,,,,,,,,,,,,,,1B,Bryce Harper (43205908),Bryce Harper,43205908,1B,5000,SD@PHI 06/03/2026 06:40PM ET,PHI,8.7
,,,,,,,,,,,,,,,OF,Jarren Duran (43205909),Jarren Duran,43205909,OF,4900,BAL@BOS 06/03/2026 06:45PM ET,BOS,8.52
,,,,,,,,,,,,,,,C,Adley Rutschman (43205910),Adley Rutschman,43205910,C,4700,BAL@BOS 06/03/2026 06:45PM ET,BAL,7.79
,,,,,,,,,,,,,,,2B,Fernando Tatis Jr. (43205911),Fernando Tatis Jr.,43205911,2B,4600,SD@PHI 06/03/2026 06:40PM ET,SD,7.03
,,,,,,,,,,,,,,,OF,Roman Anthony (43205965),Roman Anthony,43205965,OF,4500,BAL@BOS 06/03/2026 06:45PM ET,BOS,6.1
,,,,,,,,,,,,,,,SS,Trea Turner (43205912),Trea Turner,43205912,SS,4500,SD@PHI 06/03/2026 06:40PM ET,PHI,7.27
,,,,,,,,,,,,,,,OF,Taylor Ward (43205913),Taylor Ward,43205913,OF,4400,BAL@BOS 06/03/2026 06:45PM ET,BAL,7.15
,,,,,,,,,,,,,,,1B,Willson Contreras (43205914),Willson Contreras,43205914,1B,4300,BAL@BOS 06/03/2026 06:45PM ET,BOS,8.04
,,,,,,,,,,,,,,,3B,Jordan Westburg (43205966),Jordan Westburg,43205966,3B,4300,BAL@BOS 06/03/2026 06:45PM ET,BAL,0
,,,,,,,,,,,,,,,C,Samuel Basallo (43205915),Samuel Basallo,43205915,C,4200,BAL@BOS 06/03/2026 06:45PM ET,BAL,7.14
,,,,,,,,,,,,,,,3B,Manny Machado (43205916),Manny Machado,43205916,3B,4100,SD@PHI 06/03/2026 06:40PM ET,SD,6.35
,,,,,,,,,,,,,,,2B,Jackson Holliday (43205917),Jackson Holliday,43205917,2B,4000,BAL@BOS 06/03/2026 06:45PM ET,BAL,7.42
,,,,,,,,,,,,,,,RP,Cameron Weston (43206040),Cameron Weston,43206040,P,4000,BAL@BOS 06/03/2026 06:45PM ET,BAL,3.65
,,,,,,,,,,,,,,,RP,Alec Gamboa (43206041),Alec Gamboa,43206041,P,4000,BAL@BOS 06/03/2026 06:45PM ET,BOS,6.25
,,,,,,,,,,,,,,,RP,Eduardo Rivera (43206043),Eduardo Rivera,43206043,P,4000,BAL@BOS 06/03/2026 06:45PM ET,BOS,12.9
,,,,,,,,,,,,,,,RP,Zack Kelly (43206048),Zack Kelly,43206048,P,4000,BAL@BOS 06/03/2026 06:45PM ET,BOS,2.21
,,,,,,,,,,,,,,,RP,Jack Anderson (43206052),Jack Anderson,43206052,P,4000,BAL@BOS 06/03/2026 06:45PM ET,BOS,6
,,,,,,,,,,,,,,,RP,Tyler Uberstine (43206053),Tyler Uberstine,43206053,P,4000,BAL@BOS 06/03/2026 06:45PM ET,BOS,5.6
,,,,,,,,,,,,,,,RP,Rico Garcia (43206056),Rico Garcia,43206056,P,4000,BAL@BOS 06/03/2026 06:45PM ET,BAL,4.20
,,,,,,,,,,,,,,,RP,Eduarniel Nunez (43206058),Eduarniel Nunez,43206058,P,4000,BAL@BOS 06/03/2026 06:45PM ET,BAL,0
,,,,,,,,,,,,,,,RP,Andrew Kittredge (43206059),Andrew Kittredge,43206059,P,4000,BAL@BOS 06/03/2026 06:45PM ET,BAL,1.63
,,,,,,,,,,,,,,,RP,Justin Slaten (43206060),Justin Slaten,43206060,P,4000,BAL@BOS 06/03/2026 06:45PM ET,BOS,3.16
,,,,,,,,,,,,,,,RP,Jovani Moran (43206061),Jovani Moran,43206061,P,4000,BAL@BOS 06/03/2026 06:45PM ET,BOS,5.07
,,,,,,,,,,,,,,,RP,Tyler Samaniego (43206062),Tyler Samaniego,43206062,P,4000,BAL@BOS 06/03/2026 06:45PM ET,BOS,2.43
,,,,,,,,,,,,,,,RP,Ryan Watson (43206064),Ryan Watson,43206064,P,4000,BAL@BOS 06/03/2026 06:45PM ET,BOS,3.01
,,,,,,,,,,,,,,,RP,Grant Wolfram (43206068),Grant Wolfram,43206068,P,4000,BAL@BOS 06/03/2026 06:45PM ET,BAL,2.69
,,,,,,,,,,,,,,,RP,Colin Selby (43206069),Colin Selby,43206069,P,4000,BAL@BOS 06/03/2026 06:45PM ET,BAL,0
,,,,,,,,,,,,,,,RP,Nick Raquet (43206073),Nick Raquet,43206073,P,4000,BAL@BOS 06/03/2026 06:45PM ET,BAL,-0.53
,,,,,,,,,,,,,,,RP,Felix Bautista (43206074),Felix Bautista,43206074,P,4000,BAL@BOS 06/03/2026 06:45PM ET,BAL,0
,,,,,,,,,,,,,,,RP,Josh Walker (43206075),Josh Walker,43206075,P,4000,BAL@BOS 06/03/2026 06:45PM ET,BAL,4
,,,,,,,,,,,,,,,RP,Yennier Cano (43206076),Yennier Cano,43206076,P,4000,BAL@BOS 06/03/2026 06:45PM ET,BAL,2.21
,,,,,,,,,,,,,,,RP,Greg Weissert (43206077),Greg Weissert,43206077,P,4000,BAL@BOS 06/03/2026 06:45PM ET,BOS,2.46
,,,,,,,,,,,,,,,RP,Yaramil Hiraldo (43206080),Yaramil Hiraldo,43206080,P,4000,BAL@BOS 06/03/2026 06:45PM ET,BAL,-1.48
,,,,,,,,,,,,,,,RP,Tyron Guerrero (43206083),Tyron Guerrero,43206083,P,4000,BAL@BOS 06/03/2026 06:45PM ET,BOS,2.87
,,,,,,,,,,,,,,,RP,Garrett Whitlock (43206087),Garrett Whitlock,43206087,P,4000,BAL@BOS 06/03/2026 06:45PM ET,BOS,3.95
,,,,,,,,,,,,,,,RP,Cameron Foster (43206088),Cameron Foster,43206088,P,4000,BAL@BOS 06/03/2026 06:45PM ET,BAL,0.88
,,,,,,,,,,,,,,,RP,Aroldis Chapman (43206089),Aroldis Chapman,43206089,P,4000,BAL@BOS 06/03/2026 06:45PM ET,BOS,4.2
,,,,,,,,,,,,,,,RP,Danny Coulombe (43206092),Danny Coulombe,43206092,P,4000,BAL@BOS 06/03/2026 06:45PM ET,BOS,0.91
,,,,,,,,,,,,,,,RP,Ryan Helsley (43206094),Ryan Helsley,43206094,P,4000,BAL@BOS 06/03/2026 06:45PM ET,BAL,3.3
,,,,,,,,,,,,,,,RP,Anthony Nunez (43206095),Anthony Nunez,43206095,P,4000,BAL@BOS 06/03/2026 06:45PM ET,BAL,2.69
,,,,,,,,,,,,,,,SP,Miguel Mendez (43206042),Miguel Mendez,43206042,P,4000,SD@PHI 06/03/2026 06:40PM ET,SD,0
,,,,,,,,,,,,,,,RP,Moises Chace (43206044),Moises Chace,43206044,P,4000,SD@PHI 06/03/2026 06:40PM ET,PHI,0
,,,,,,,,,,,,,,,RP,Garrett Hawkins (43206045),Garrett Hawkins,43206045,P,4000,SD@PHI 06/03/2026 06:40PM ET,SD,0
,,,,,,,,,,,,,,,SP,Lenny Torres (43206046),Lenny Torres,43206046,P,4000,SD@PHI 06/03/2026 06:40PM ET,PHI,0
,,,,,,,,,,,,,,,SP,Jean Cabrera (43206047),Jean Cabrera,43206047,P,4000,SD@PHI 06/03/2026 06:40PM ET,PHI,0
,,,,,,,,,,,,,,,RP,Mason Miller (43206049),Mason Miller,43206049,P,4000,SD@PHI 06/03/2026 06:40PM ET,SD,5.90
,,,,,,,,,,,,,,,RP,Orion Kerkering (43206050),Orion Kerkering,43206050,P,4000,SD@PHI 06/03/2026 06:40PM ET,PHI,3.47
,,,,,,,,,,,,,,,RP,Grant Holman (43206051),Grant Holman,43206051,P,4000,SD@PHI 06/03/2026 06:40PM ET,PHI,0
,,,,,,,,,,,,,,,RP,Chase Shugart (43206054),Chase Shugart,43206054,P,4000,SD@PHI 06/03/2026 06:40PM ET,PHI,4.59
,,,,,,,,,,,,,,,RP,Alek Jacob (43206055),Alek Jacob,43206055,P,4000,SD@PHI 06/03/2026 06:40PM ET,SD,3.45
,,,,,,,,,,,,,,,RP,Tanner Banks (43206057),Tanner Banks,43206057,P,4000,SD@PHI 06/03/2026 06:40PM ET,PHI,1.89
,,,,,,,,,,,,,,,RP,Yuki Matsui (43206063),Yuki Matsui,43206063,P,4000,SD@PHI 06/03/2026 06:40PM ET,SD,6.18
,,,,,,,,,,,,,,,RP,Alan Rangel (43206065),Alan Rangel,43206065,P,4000,SD@PHI 06/03/2026 06:40PM ET,PHI,12.95
,,,,,,,,,,,,,,,RP,Brad Keller (43206066),Brad Keller,43206066,P,4000,SD@PHI 06/03/2026 06:40PM ET,PHI,3.20
,,,,,,,,,,,,,,,RP,Bryan Hoeing (43206067),Bryan Hoeing,43206067,P,4000,SD@PHI 06/03/2026 06:40PM ET,SD,0
,,,,,,,,,,,,,,,RP,Jhoan Duran (43206070),Jhoan Duran,43206070,P,4000,SD@PHI 06/03/2026 06:40PM ET,PHI,4.62
,,,,,,,,,,,,,,,RP,Ty Adcock (43206071),Ty Adcock,43206071,P,4000,SD@PHI 06/03/2026 06:40PM ET,SD,0
,,,,,,,,,,,,,,,RP,Max Lazar (43206072),Max Lazar,43206072,P,4000,SD@PHI 06/03/2026 06:40PM ET,PHI,0
,,,,,,,,,,,,,,,RP,Ron Marinaccio (43206078),Ron Marinaccio,43206078,P,4000,SD@PHI 06/03/2026 06:40PM ET,SD,3.62
,,,,,,,,,,,,,,,RP,Bradgley Rodriguez (43206079),Bradgley Rodriguez,43206079,P,4000,SD@PHI 06/03/2026 06:40PM ET,SD,3.52
,,,,,,,,,,,,,,,RP,Jose Alvarado (43206081),Jose Alvarado,43206081,P,4000,SD@PHI 06/03/2026 06:40PM ET,PHI,2.24
,,,,,,,,,,,,,,,RP,Wandy Peralta (43206082),Wandy Peralta,43206082,P,4000,SD@PHI 06/03/2026 06:40PM ET,SD,2.49
,,,,,,,,,,,,,,,RP,Kyle Backhus (43206084),Kyle Backhus,43206084,P,4000,SD@PHI 06/03/2026 06:40PM ET,PHI,2.46
,,,,,,,,,,,,,,,RP,Jeremiah Estrada (43206085),Jeremiah Estrada,43206085,P,4000,SD@PHI 06/03/2026 06:40PM ET,SD,3.37
,,,,,,,,,,,,,,,RP,Adrian Morejon (43206086),Adrian Morejon,43206086,P,4000,SD@PHI 06/03/2026 06:40PM ET,SD,3.99
,,,,,,,,,,,,,,,RP,Jason Adam (43206090),Jason Adam,43206090,P,4000,SD@PHI 06/03/2026 06:40PM ET,SD,2.55
,,,,,,,,,,,,,,,RP,David Morgan (43206091),David Morgan,43206091,P,4000,SD@PHI 06/03/2026 06:40PM ET,SD,2.91
,,,,,,,,,,,,,,,RP,Tim Mayza (43206093),Tim Mayza,43206093,P,4000,SD@PHI 06/03/2026 06:40PM ET,PHI,3.42
,,,,,,,,,,,,,,,RP,Nolan Hoffman (43206096),Nolan Hoffman,43206096,P,4000,SD@PHI 06/03/2026 06:40PM ET,PHI,1.7
,,,,,,,,,,,,,,,SS,Xander Bogaerts (43205918),Xander Bogaerts,43205918,SS,3900,SD@PHI 06/03/2026 06:40PM ET,SD,7.02
,,,,,,,,,,,,,,,OF,Brandon Marsh (43205919),Brandon Marsh,43205919,OF,3800,SD@PHI 06/03/2026 06:40PM ET,PHI,7.46
,,,,,,,,,,,,,,,OF,Wilyer Abreu (43205920),Wilyer Abreu,43205920,OF,3700,BAL@BOS 06/03/2026 06:45PM ET,BOS,7.38
,,,,,,,,,,,,,,,OF,Jackson Merrill (43205921),Jackson Merrill,43205921,OF,3600,SD@PHI 06/03/2026 06:40PM ET,SD,6.64
,,,,,,,,,,,,,,,OF,Leody Taveras (43205922),Leody Taveras,43205922,OF,3500,BAL@BOS 06/03/2026 06:45PM ET,BAL,6.37
,,,,,,,,,,,,,,,SS,Trevor Story (43205967),Trevor Story,43205967,SS,3500,BAL@BOS 06/03/2026 06:45PM ET,BOS,5.98
,,,,,,,,,,,,,,,OF,Ceddanne Rafaela (43205923),Ceddanne Rafaela,43205923,OF,3400,BAL@BOS 06/03/2026 06:45PM ET,BOS,7
,,,,,,,,,,,,,,,3B,Coby Mayo (43205924),Coby Mayo,43205924,3B,3400,BAL@BOS 06/03/2026 06:45PM ET,BAL,5.40
,,,,,,,,,,,,,,,OF,Ramon Laureano (43205925),Ramon Laureano,43205925,OF,3300,SD@PHI 06/03/2026 06:40PM ET,SD,6.58
,,,,,,,,,,,,,,,2B,Bryson Stott (43205926),Bryson Stott,43205926,2B,3300,SD@PHI 06/03/2026 06:40PM ET,PHI,6.44
,,,,,,,,,,,,,,,2B,Jeremiah Jackson (43205928),Jeremiah Jackson,43205928,2B,3200,BAL@BOS 06/03/2026 06:45PM ET,BAL,5.24
,,,,,,,,,,,,,,,OF,Dylan Beavers (43205968),Dylan Beavers,43205968,OF,3200,BAL@BOS 06/03/2026 06:45PM ET,BAL,6.12
,,,,,,,,,,,,,,,3B,Miguel Andujar (43205927),Miguel Andujar,43205927,3B,3200,SD@PHI 06/03/2026 06:40PM ET,SD,6.31
,,,,,,,,,,,,,,,1B/C,Mickey Gasper (43205929),Mickey Gasper,43205929,C/1B,3100,BAL@BOS 06/03/2026 06:45PM ET,BOS,5.11
,,,,,,,,,,,,,,,1B/OF,Gavin Sheets (43205931),Gavin Sheets,43205931,1B/OF,3100,SD@PHI 06/03/2026 06:40PM ET,SD,6.82
,,,,,,,,,,,,,,,2B/3B,Nick Sogard (43205933),Nick Sogard,43205933,2B/3B,3000,BAL@BOS 06/03/2026 06:45PM ET,BOS,4.67
,,,,,,,,,,,,,,,2B/OF,Blaze Alexander (43205936),Blaze Alexander,43205936,2B/OF,3000,BAL@BOS 06/03/2026 06:45PM ET,BAL,4.78
,,,,,,,,,,,,,,,1B/2B,Romy Gonzalez (43205969),Romy Gonzalez,43205969,1B/2B,3000,BAL@BOS 06/03/2026 06:45PM ET,BOS,0
,,,,,,,,,,,,,,,C,J.T. Realmuto (43205935),J.T. Realmuto,43205935,C,3000,SD@PHI 06/03/2026 06:40PM ET,PHI,4.59
,,,,,,,,,,,,,,,OF,Tyler O'Neill (43205938),Tyler O'Neill,43205938,OF,2900,BAL@BOS 06/03/2026 06:45PM ET,BAL,3.81
,,,,,,,,,,,,,,,1B,Ty France (43205939),Ty France,43205939,1B,2900,SD@PHI 06/03/2026 06:40PM ET,SD,5.77
,,,,,,,,,,,,,,,OF,Johan Rojas (43205971),Johan Rojas,43205971,OF,2900,SD@PHI 06/03/2026 06:40PM ET,PHI,0
,,,,,,,,,,,,,,,C,Luis Campusano (43205972),Luis Campusano,43205972,C,2900,SD@PHI 06/03/2026 06:40PM ET,SD,7.22
,,,,,,,,,,,,,,,OF,Masataka Yoshida (43205940),Masataka Yoshida,43205940,OF,2800,BAL@BOS 06/03/2026 06:45PM ET,BOS,4.62
,,,,,,,,,,,,,,,3B,Alec Bohm (43205941),Alec Bohm,43205941,3B,2800,SD@PHI 06/03/2026 06:40PM ET,PHI,5.36
,,,,,,,,,,,,,,,2B/SS,Marcelo Mayer (43205943),Marcelo Mayer,43205943,2B/SS,2700,BAL@BOS 06/03/2026 06:45PM ET,BOS,4.37
,,,,,,,,,,,,,,,OF,Justin Crawford (43205942),Justin Crawford,43205942,OF,2700,SD@PHI 06/03/2026 06:40PM ET,PHI,5.13
,,,,,,,,,,,,,,,2B/SS,Sung-Mun Song (43205945),Sung-Mun Song,43205945,2B/SS,2700,SD@PHI 06/03/2026 06:40PM ET,SD,2.67
,,,,,,,,,,,,,,,OF,Adolis Garcia (43205947),Adolis Garcia,43205947,OF,2600,SD@PHI 06/03/2026 06:40PM ET,PHI,4.88
,,,,,,,,,,,,,,,3B/OF,Edmundo Sosa (43205948),Edmundo Sosa,43205948,3B/OF,2600,SD@PHI 06/03/2026 06:40PM ET,PHI,4.79
,,,,,,,,,,,,,,,SS,Andruw Monasterio (43205951),Andruw Monasterio,43205951,SS,2500,BAL@BOS 06/03/2026 06:45PM ET,BOS,4.77
,,,,,,,,,,,,,,,3B,Weston Wilson (43205952),Weston Wilson,43205952,3B,2500,BAL@BOS 06/03/2026 06:45PM ET,BAL,3.71
,,,,,,,,,,,,,,,1B/3B,Christian Encarnacion-Strand (43205973),Christian Encarnacion-Strand,43205973,1B/3B,2500,BAL@BOS 06/03/2026 06:45PM ET,BAL,0
,,,,,,,,,,,,,,,OF,Bryce Johnson (43205950),Bryce Johnson,43205950,OF,2500,SD@PHI 06/03/2026 06:40PM ET,SD,2.38
,,,,,,,,,,,,,,,3B,Jose Miranda (43205975),Jose Miranda,43205975,3B,2500,SD@PHI 06/03/2026 06:40PM ET,SD,0
,,,,,,,,,,,,,,,2B/SS,Isiah Kiner-Falefa (43205955),Isiah Kiner-Falefa,43205955,2B/SS,2400,BAL@BOS 06/03/2026 06:45PM ET,BOS,4.76
,,,,,,,,,,,,,,,C,Garrett Stubbs (43205953),Garrett Stubbs,43205953,C,2400,SD@PHI 06/03/2026 06:40PM ET,PHI,2.36
,,,,,,,,,,,,,,,OF,Nick Castellanos (43205954),Nick Castellanos,43205954,OF,2400,SD@PHI 06/03/2026 06:40PM ET,SD,4.67
